SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
174225,5716132,Active,currency 1,-1546,0,280.0,,,0,810000.0,59823.0,0.0,0.0,Consumer credit,-70,
174225,5716133,Active,currency 1,-470,0,277.0,,,0,450000.0,397021.5,,0.0,Credit card,-48,
174225,5716134,Active,currency 1,-667,0,414.0,,,0,450000.0,122238.0,,0.0,Consumer credit,-41,
174225,5716135,Active,currency 1,-2134,0,65.0,,,0,90000.0,,,0.0,Credit card,-22,
174225,5716136,Active,currency 1,-61,0,31172.0,,,0,64084.5,64174.5,,0.0,Credit card,-31,
174225,5716137,Closed,currency 1,-1822,0,-1458.0,-1514.0,0.0,0,225000.0,,,0.0,Consumer credit,-1514,
174225,5716138,Active,currency 1,-1812,0,9147.0,,171.0,1,135000.0,,,0.0,Credit card,-72,
174225,5716139,Closed,currency 1,-1706,0,-1573.0,-1573.0,0.0,0,90328.5,,,0.0,Consumer credit,-1569,
311349,5716141,Closed,currency 1,-755,0,339.0,-477.0,0.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-477,
311349,5716142,Closed,currency 1,-610,0,120.0,-127.0,0.0,1,45000.0,0.0,0.0,0.0,Credit card,-114,
311349,5716143,Active,currency 1,-359,0,372.0,,8751.15,0,225000.0,130561.47,0.0,0.0,Consumer credit,-6,
311349,5716144,Active,currency 1,-61,0,243.0,,0.0,0,40500.0,36699.03,0.0,0.0,Consumer credit,-26,
450426,5716145,Closed,currency 1,-2515,0,-2179.0,-2208.0,0.0,0,41668.65,0.0,0.0,0.0,Consumer credit,-2208,
450426,5716146,Active,currency 1,-2324,0,-180.0,,9046.62,0,90000.0,273219.795,41780.205,0.0,Credit card,-620,
450426,5716148,Active,currency 1,-471,0,,,,0,225000.0,,,0.0,Credit card,-18,
450426,5716149,Active,currency 1,-587,0,142.0,,,0,104265.0,,,0.0,Consumer credit,-15,
450426,5716150,Active,currency 1,-791,0,,,,0,225000.0,119290.5,,0.0,Consumer credit,-9,
419327,5716151,Closed,currency 1,-450,0,-267.0,-229.0,,0,36450.0,0.0,0.0,0.0,Consumer credit,-228,
372859,5716152,Closed,currency 1,-896,0,-638.0,-637.0,,0,101250.0,0.0,0.0,0.0,Credit card,-626,
372859,5716153,Closed,currency 1,-977,0,-686.0,-686.0,,0,100332.0,0.0,0.0,0.0,Consumer credit,-676,
372859,5716157,Closed,currency 1,-862,0,-555.0,-587.0,0.0,0,80959.5,0.0,0.0,0.0,Consumer credit,-587,
372859,5716158,Closed,currency 1,-709,0,-587.0,-587.0,0.0,0,52425.0,0.0,0.0,0.0,Consumer credit,-587,
372859,5716159,Closed,currency 1,-686,0,-139.0,-139.0,0.0,0,141750.0,0.0,0.0,0.0,Consumer credit,-136,
372859,5716160,Closed,currency 1,-599,0,-478.0,-478.0,25879.995,0,113400.0,0.0,0.0,0.0,Consumer credit,-477,
372859,5716161,Active,currency 1,-135,0,1690.0,,0.0,0,990000.0,954634.5,0.0,0.0,Consumer credit,-14,
380483,5716165,Closed,currency 1,-1032,0,-727.0,-726.0,,0,142020.0,0.0,0.0,0.0,Consumer credit,-725,
380483,5716166,Closed,currency 1,-2852,0,-2548.0,-2548.0,,0,31446.0,0.0,,0.0,Consumer credit,-1725,
380483,5716167,Closed,currency 1,-2853,0,-2548.0,-2462.0,2945.43,0,31446.9,0.0,0.0,0.0,Consumer credit,-2462,
125010,5716168,Closed,currency 1,-2607,0,-2298.0,-2279.0,,0,76437.0,0.0,0.0,0.0,Consumer credit,-791,
125010,5716169,Closed,currency 1,-2557,0,31172.0,-1335.0,,0,79200.0,0.0,0.0,0.0,Credit card,-494,
125010,5716170,Closed,currency 1,-1193,0,-827.0,-1102.0,,0,107910.0,0.0,0.0,0.0,Consumer credit,-1102,
125010,5716171,Closed,currency 1,-2606,0,-2298.0,-2298.0,,0,76437.0,0.0,,0.0,Consumer credit,-1067,
125010,5716172,Closed,currency 1,-586,0,-40.0,-555.0,0.0,0,146988.0,0.0,0.0,0.0,Consumer credit,-551,
385226,5716173,Closed,currency 1,-583,0,10374.0,-372.0,,0,4500.0,0.0,0.0,0.0,Credit card,-368,
385226,5716174,Closed,currency 1,-735,0,-371.0,-343.0,,0,78894.0,,,0.0,Consumer credit,-337,
385226,5716175,Active,currency 1,-583,0,,,,0,1215000.0,,,0.0,Consumer credit,-37,
135785,5716176,Active,currency 1,-84,0,954.0,,,0,202500.0,0.0,0.0,0.0,Credit card,-7,
135785,5716178,Active,currency 1,-280,0,,,0.0,0,292500.0,35293.5,257204.79,0.0,Credit card,-17,
251403,5716179,Closed,currency 1,-2546,0,2933.0,-2463.0,,0,6300000.0,0.0,0.0,0.0,Mortgage,-1542,
251403,5716180,Active,currency 1,-1812,0,369.0,,,0,315000.0,0.0,0.0,0.0,Credit card,-27,
251403,5716181,Closed,currency 1,-1497,0,-1009.0,-1009.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-635,
251403,5716182,Closed,currency 1,-1811,0,-715.0,-744.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-635,
251403,5716183,Closed,currency 1,-779,0,316.0,-595.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-593,
251403,5716184,Closed,currency 1,-2864,0,12911.0,-1660.0,,0,360000.0,0.0,0.0,0.0,Credit card,-1641,
251403,5716186,Active,currency 1,-1259,0,895.0,,,0,630000.0,593833.5,0.0,0.0,Credit card,-7,
251403,5716188,Active,currency 1,-996,0,2657.0,,,0,225000.0,198918.0,,0.0,Credit card,-58,
103953,5716189,Closed,currency 1,-1728,0,98.0,-386.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-59,
103953,5716190,Active,currency 1,-166,0,31172.0,,,0,315000.0,127309.5,0.0,0.0,Credit card,-21,
103953,5716191,Active,currency 1,-847,0,614.0,,,0,256500.0,144441.0,0.0,0.0,Consumer credit,-59,
103953,5716192,Active,currency 1,-1565,0,1038.0,,,0,180000.0,159772.5,0.0,0.0,Credit card,-59,
103953,5716193,Active,currency 1,-922,0,599.0,,,0,459562.5,239949.0,0.0,0.0,Consumer credit,-59,
103953,5716195,Closed,currency 1,-896,0,19.0,-531.0,0.0,0,198405.0,0.0,0.0,0.0,Consumer credit,-531,
103953,5716196,Active,currency 1,-300,0,27521.0,,0.0,0,78750.0,24750.0,54000.0,0.0,Credit card,-40,
390379,5716197,Closed,currency 1,-1593,0,-1409.0,-1409.0,0.0,0,89955.0,0.0,0.0,0.0,Consumer credit,-1409,
390379,5716198,Closed,currency 1,-894,0,-800.0,-800.0,12871.665,0,40410.0,0.0,0.0,0.0,Consumer credit,-800,
439352,5716199,Closed,currency 1,-2837,0,-2533.0,-2275.0,13.5,0,43569.0,,,0.0,Consumer credit,-2274,
439352,5716200,Closed,currency 1,-2298,0,-2114.0,-2109.0,0.0,0,21177.0,,,0.0,Consumer credit,-2105,
439352,5716201,Closed,currency 1,-2298,0,-2114.0,-2109.0,1489.5,0,55129.5,,,0.0,Consumer credit,-2105,
439352,5716202,Closed,currency 1,-1506,0,-45.0,-941.0,0.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-896,
319779,5716204,Closed,currency 1,-2438,0,-1342.0,-1335.0,1467.0,0,161770.5,0.0,0.0,0.0,Consumer credit,-1335,
319779,5716205,Active,currency 1,-2304,0,,,0.0,0,589950.0,0.0,589950.0,0.0,Credit card,-541,
319779,5716206,Closed,currency 1,-2259,0,-1529.0,-539.0,0.0,0,589950.0,0.0,574598.79,0.0,Credit card,-424,
319779,5716207,Closed,currency 1,-660,0,-478.0,-478.0,0.0,0,66659.805,0.0,0.0,0.0,Consumer credit,-472,
364302,5716208,Active,currency 1,-624,0,-77.0,,,0,167485.5,48087.0,,0.0,Consumer credit,-208,
364302,5716209,Closed,currency 1,-946,0,-215.0,-413.0,2999.16,0,90000.0,0.0,0.0,0.0,Consumer credit,-409,
364302,5716210,Active,currency 1,-177,0,1228.0,,0.0,0,540000.0,492657.165,0.0,0.0,Consumer credit,-20,
169741,5716212,Active,currency 1,-1021,0,12911.0,,,0,45000.0,44883.0,0.0,0.0,Credit card,-1,
169741,5716213,Active,currency 1,-706,0,1046.0,,,0,315000.0,254677.5,,0.0,Credit card,-49,
169741,5716216,Active,currency 1,-307,0,1519.0,,0.0,0,450000.0,408861.45,0.0,0.0,Consumer credit,-3,
377858,5716217,Active,currency 1,-177,0,919.0,,,0,1350000.0,1229283.0,,0.0,Consumer credit,-7,
377858,5716218,Active,currency 1,-175,0,947.0,,,0,225000.0,130693.5,,0.0,Credit card,-7,
164016,5716219,Closed,currency 1,-975,0,-839.0,-839.0,0.0,0,31095.0,,,0.0,Consumer credit,-833,
108012,5716220,Closed,currency 1,-2522,0,-2309.0,-2337.0,0.0,0,39350.79,0.0,0.0,0.0,Consumer credit,-2337,
108012,5716221,Closed,currency 1,-2286,0,-1184.0,-1764.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-1764,
108012,5716222,Closed,currency 1,-2197,0,-1985.0,-2003.0,10080.0,0,52635.69,0.0,0.0,0.0,Consumer credit,-1984,
108012,5716223,Closed,currency 1,-1983,0,-1861.0,-1888.0,12155.625,0,32891.13,0.0,0.0,0.0,Consumer credit,-1860,
108012,5716224,Closed,currency 2,-2889,0,-1063.0,-1061.0,,0,2790000.0,0.0,0.0,0.0,Consumer credit,-1059,
196270,5716227,Active,currency 1,-1140,0,-774.0,,,0,4.5,0.0,0.0,0.0,Credit card,-15,
196270,5716228,Active,currency 1,-1592,0,1107.0,,,0,360000.0,187150.5,0.0,0.0,Credit card,-7,
196270,5716229,Closed,currency 1,-2183,0,-1087.0,-1087.0,4139.73,0,180000.0,0.0,0.0,0.0,Consumer credit,-1087,
196270,5716230,Active,currency 1,-2172,0,,,1205.1,0,45000.0,0.0,45000.0,0.0,Credit card,-897,
196270,5716231,Active,currency 1,-1538,0,27521.0,,14522.49,4,407565.0,406523.79,1041.21,0.0,Credit card,-12,
196270,5716232,Active,currency 1,-199,0,1330.0,,0.0,1,900000.0,857908.215,0.0,0.0,Consumer credit,-39,
363989,5716233,Closed,currency 1,-460,0,-156.0,-184.0,,0,25303.5,0.0,0.0,0.0,Consumer credit,-180,
363989,5716235,Active,currency 1,-571,0,31172.0,,,0,0.0,0.0,0.0,0.0,Credit card,-21,
363989,5716236,Closed,currency 1,-1235,0,-1051.0,-1031.0,,0,64080.0,0.0,0.0,0.0,Consumer credit,-714,
363989,5716237,Closed,currency 1,-1234,0,-1051.0,-1051.0,0.0,0,64082.25,0.0,0.0,0.0,Consumer credit,-1051,
363989,5716238,Closed,currency 1,-408,0,-163.0,-163.0,0.0,0,113168.565,0.0,0.0,0.0,Consumer credit,-38,
363989,5716239,Closed,currency 1,-336,0,,-113.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-108,
108998,5716240,Closed,currency 1,-2485,0,-658.0,-1365.0,,0,825016.5,0.0,,0.0,Car loan,-1365,
108998,5716241,Closed,currency 1,-966,0,-632.0,-832.0,0.0,0,69286.5,0.0,0.0,0.0,Consumer credit,-737,
386628,5716242,Closed,currency 1,-741,0,338.0,-161.0,,0,0.0,0.0,0.0,0.0,Credit card,-125,
386628,5716244,Active,currency 1,-1731,0,9226.0,,0.0,1,0.0,,,0.0,Credit card,-1652,
386628,5716245,Closed,currency 1,-419,0,-204.0,-204.0,0.0,0,67709.655,0.0,0.0,0.0,Consumer credit,-199,
386628,5716246,Active,currency 1,-180,0,,,0.0,0,198000.0,184549.5,13449.06,0.0,Credit card,-24,
386628,5716247,Active,currency 1,-112,0,253.0,,0.0,0,67500.0,51700.5,0.0,0.0,Consumer credit,-17,
250708,5716251,Closed,currency 1,-1230,0,-955.0,-1014.0,87.795,0,68237.37,0.0,0.0,0.0,Consumer credit,-1014,
250708,5716252,Active,currency 1,-1154,0,-58.0,,,0,180000.0,167364.0,0.0,0.0,Credit card,-20,
250708,5716253,Active,currency 1,-1658,0,984.0,,,0,612000.0,504859.5,0.0,0.0,Credit card,-7,
250708,5716254,Active,currency 1,-2674,0,-2295.0,,,0,135000.0,,,0.0,Consumer credit,-2296,
250708,5716255,Closed,currency 1,-2325,0,-1595.0,-1596.0,,0,450000.0,,,0.0,Consumer credit,-1596,
250708,5716256,Closed,currency 1,-1610,0,-1230.0,-1232.0,,0,225000.0,,,0.0,Consumer credit,-1232,
250708,5716257,Closed,currency 1,-2190,0,-1077.0,-1078.0,,0,450000.0,,,0.0,Consumer credit,-1078,
326923,5716259,Closed,currency 1,-2465,0,-2312.0,-2312.0,0.0,0,25407.0,0.0,0.0,0.0,Consumer credit,-2312,
326923,5716260,Active,currency 1,-869,0,243.0,,0.0,0,450000.0,120442.14,0.0,0.0,Consumer credit,-15,
326923,5716261,Active,currency 1,-761,0,4.0,,0.0,1,18000.0,0.0,18000.0,0.0,Credit card,-2,
326923,5716262,Active,currency 1,-727,0,10232.0,,2637.0,0,135000.0,,,0.0,Credit card,-42,
326923,5716263,Active,currency 1,-645,0,,,0.0,0,135000.0,57055.5,77941.17,0.0,Credit card,-17,
326923,5716264,Active,currency 1,-545,0,10414.0,,0.0,0,360000.0,,,0.0,Credit card,-42,
306010,5716268,Closed,currency 1,-2297,0,-2083.0,-2111.0,0.0,0,49433.76,0.0,0.0,0.0,Consumer credit,-2111,
306010,5716269,Active,currency 1,-986,0,841.0,,,0,990000.0,4.5,0.0,0.0,Consumer credit,-26,
306010,5716270,Active,currency 1,-104,0,1357.0,,,0,837000.0,812781.0,0.0,0.0,Consumer credit,-26,
430110,5716271,Closed,currency 1,-2074,0,-260.0,-260.0,,0,1003500.0,0.0,0.0,0.0,Consumer credit,-256,
430110,5716272,Closed,currency 1,-2361,0,-1996.0,-2185.0,,0,49140.0,0.0,,0.0,Consumer credit,-2183,
430110,5716273,Closed,currency 1,-1360,0,-1178.0,-1297.0,,0,48645.0,0.0,,0.0,Consumer credit,-1295,
430110,5716274,Closed,currency 2,-1974,0,-1609.0,-1758.0,,0,177444.0,0.0,,0.0,Consumer credit,-1756,
430110,5716275,Closed,currency 1,-1128,0,-913.0,-806.0,,0,74407.5,0.0,,0.0,Credit card,-566,
101562,5716278,Closed,currency 1,-1149,0,-418.0,-593.0,,0,367866.0,0.0,0.0,0.0,Consumer credit,-48,
101562,5716279,Closed,currency 1,-1722,0,-1175.0,-1448.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-872,
101562,5716280,Active,currency 1,-1485,0,341.0,,13818.06,0,675000.0,184612.5,0.0,0.0,Consumer credit,-12,
101562,5716281,Active,currency 1,-1374,0,453.0,,8970.21,0,517500.0,182821.5,0.0,0.0,Consumer credit,-17,
101562,5716282,Active,currency 1,-1297,0,,,0.0,0,67500.0,0.0,8270.46,0.0,Credit card,-20,
101562,5716283,Active,currency 1,-786,0,677.0,,5311.395,0,289546.92,186016.5,0.0,0.0,Consumer credit,-12,
101562,5716284,Active,currency 1,-785,0,,,55230.075,0,900000.0,937026.0,0.0,0.0,Credit card,-12,
290113,5716285,Active,currency 1,-979,0,-119.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-42,
290113,5716287,Active,currency 1,-1247,0,580.0,,,0,742500.0,352138.5,0.0,0.0,Consumer credit,-44,
290113,5716288,Closed,currency 1,-2822,0,-2518.0,-2518.0,0.0,0,49500.0,0.0,0.0,0.0,Consumer credit,-2513,
283919,5716289,Closed,currency 1,-640,0,-457.0,-456.0,0.0,0,119480.445,0.0,0.0,0.0,Consumer credit,-451,
283919,5716290,Closed,currency 1,-441,0,-72.0,-72.0,7245.0,0,94670.865,0.0,0.0,0.0,Consumer credit,-66,
274204,5716292,Closed,currency 1,-2581,0,-754.0,-821.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-477,
274204,5716293,Closed,currency 1,-1896,0,-1713.0,-926.0,,0,44550.0,,,0.0,Consumer credit,-923,
274204,5716294,Active,currency 1,-1097,0,-2.0,,,0,360000.0,,,0.0,Consumer credit,-8,
397257,5716295,Active,currency 1,-257,0,110.0,,0.0,0,47221.65,15691.005,0.0,0.0,Consumer credit,-16,
397257,5716296,Closed,currency 1,-93,0,-1.0,-37.0,0.0,0,35063.73,0.0,0.0,0.0,Consumer credit,-37,
366503,5716297,Closed,currency 1,-1948,0,-1765.0,-1795.0,,0,17086.5,0.0,0.0,0.0,Consumer credit,-1488,
366503,5716298,Closed,currency 1,-2066,0,-1884.0,-1884.0,,0,18612.0,0.0,0.0,0.0,Consumer credit,-1488,
366503,5716299,Active,currency 1,-112,0,1714.0,,,0,1035000.0,983250.0,0.0,0.0,Consumer credit,-1,
366503,5716300,Closed,currency 1,-2175,0,-1994.0,-1992.0,0.0,0,22216.5,0.0,0.0,0.0,Consumer credit,-1992,
410767,5716303,Closed,currency 1,-1406,0,420.0,-248.0,,0,1575000.0,0.0,0.0,0.0,Consumer credit,-230,
410767,5716304,Closed,currency 1,-2039,0,-944.0,-1223.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-267,
410767,5716305,Active,currency 1,-259,0,1567.0,,,0,1543500.0,1464003.0,0.0,0.0,Consumer credit,-92,
253217,5716306,Active,currency 1,-800,0,522.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-59,
253217,5716307,Closed,currency 1,-1119,0,-23.0,-453.0,,0,243000.0,0.0,0.0,0.0,Consumer credit,-443,
253217,5716308,Closed,currency 1,-1461,0,-912.0,-1120.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-926,
253217,5716310,Active,currency 1,-446,0,,,,0,1350000.0,1130895.0,,0.0,Consumer credit,-15,
253217,5716311,Closed,currency 1,-804,0,-621.0,-621.0,0.0,0,124333.02,0.0,0.0,0.0,Consumer credit,-619,
343879,5716312,Closed,currency 1,-1283,0,-1041.0,-926.0,,0,157801.5,,,0.0,Consumer credit,-923,
343879,5716313,Closed,currency 1,-404,0,-40.0,-14.0,,0,149076.0,,,0.0,Consumer credit,-8,
371713,5716314,Closed,currency 1,-621,0,-254.0,-408.0,,0,76572.0,0.0,0.0,0.0,Consumer credit,-402,
371713,5716316,Closed,currency 1,-680,0,50.0,-530.0,,0,450000.0,,,0.0,Consumer credit,-530,
371713,5716317,Active,currency 1,-419,0,677.0,,,0,2633400.0,,,0.0,Consumer credit,-22,
371713,5716318,Closed,currency 1,-422,0,-391.0,-391.0,0.0,0,67410.0,0.0,0.0,0.0,Consumer credit,-388,
395345,5716319,Closed,currency 1,-400,0,-156.0,-275.0,,0,176229.0,0.0,0.0,0.0,Consumer credit,-268,
395345,5716320,Closed,currency 1,-1503,0,-1136.0,-1136.0,0.0,0,231750.0,,,0.0,Consumer credit,-651,
395345,5716321,Active,currency 1,-163,0,112.0,,0.0,0,116955.0,58351.5,0.0,0.0,Consumer credit,-9,
298265,5716322,Active,currency 1,-336,0,1490.0,,,0,1485000.0,1279575.0,0.0,0.0,Consumer credit,-22,
298265,5716323,Closed,currency 1,-1377,0,-1283.0,-1285.0,,0,22234.5,0.0,,0.0,Consumer credit,-1283,
154458,5716324,Active,currency 1,-2640,0,-1542.0,,4548.06,0,195849.0,0.0,0.0,0.0,Consumer credit,-43,
173153,5716326,Closed,currency 1,-2772,0,-2448.0,-2283.0,,0,78975.0,,,0.0,Consumer credit,-2283,
173153,5716327,Closed,currency 1,-2203,0,-1930.0,-1927.0,0.0,0,119970.0,0.0,0.0,0.0,Consumer credit,-1927,
187621,5716328,Active,currency 1,-26,0,1076.0,,,0,130500.0,0.0,0.0,0.0,Credit card,-7,
187621,5716329,Closed,currency 1,-605,0,490.0,-484.0,0.0,0,148351.5,0.0,0.0,0.0,Consumer credit,-484,
187621,5716330,Active,currency 1,-322,0,2235.0,,0.0,0,1547532.0,1468116.0,0.0,0.0,Consumer credit,-18,
305208,5716332,Closed,currency 1,-1395,0,-1030.0,-1030.0,,0,225000.0,,,0.0,Consumer credit,-1030,
305208,5716333,Closed,currency 1,-1217,0,-119.0,-782.0,,0,507150.0,0.0,,0.0,Credit card,-779,
305208,5716335,Closed,currency 1,-791,0,1035.0,-561.0,,0,1287000.0,0.0,,0.0,Consumer credit,-553,
305208,5716336,Active,currency 1,-561,0,1265.0,,,0,1687500.0,1345995.0,,0.0,Consumer credit,-7,
305208,5716337,Closed,currency 1,-1080,0,-832.0,-832.0,10152.0,0,73777.5,,,0.0,Consumer credit,-826,
163163,5716341,Closed,currency 1,-2521,0,-2308.0,-2336.0,0.0,0,37930.68,0.0,0.0,0.0,Consumer credit,-2336,
163163,5716342,Closed,currency 1,-2644,0,-2387.0,-2371.0,,0,119250.0,0.0,0.0,0.0,Consumer credit,-791,
163163,5716344,Closed,currency 1,-592,0,-411.0,-408.0,,0,40455.0,0.0,0.0,0.0,Consumer credit,-407,
163163,5716345,Closed,currency 1,-1319,0,-997.0,-970.0,,0,228465.0,0.0,0.0,0.0,Consumer credit,-714,
163163,5716346,Closed,currency 1,-1568,0,-472.0,-681.0,,0,381384.0,0.0,0.0,0.0,Consumer credit,-477,
163163,5716347,Sold,currency 1,-2047,0,-1499.0,,,0,153405.0,,,0.0,Credit card,-1957,
163163,5716349,Closed,currency 1,-1525,0,-1344.0,-1344.0,,0,151681.5,,,0.0,Consumer credit,-1344,
163163,5716350,Closed,currency 1,-2387,0,-560.0,-560.0,3567.69,0,229050.0,0.0,0.0,0.0,Consumer credit,-556,
163163,5716351,Closed,currency 1,-1318,0,-997.0,-997.0,0.0,0,228465.0,0.0,0.0,0.0,Consumer credit,-997,
225769,5716352,Closed,currency 1,-674,0,-582.0,-569.0,,0,62320.5,,,0.0,Consumer credit,-562,
298948,5716354,Closed,currency 1,-2498,0,-671.0,-2186.0,,0,1575000.0,0.0,,0.0,Car loan,-2186,
298948,5716356,Closed,currency 1,-2359,0,-533.0,-909.0,,0,1437750.0,0.0,,0.0,Car loan,-909,
298948,5716357,Active,currency 1,-273,0,823.0,,,0,907605.0,677155.5,,0.0,Car loan,-14,
445364,5716359,Active,currency 1,-299,0,66.0,,,0,139500.0,43249.5,,0.0,Consumer credit,-23,
393237,5716360,Closed,currency 1,-1968,0,-1661.0,-1641.0,,0,48105.0,0.0,0.0,0.0,Consumer credit,-740,
393237,5716361,Closed,currency 1,-1640,0,184.0,-230.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-148,
393237,5716362,Active,currency 1,-1288,0,537.0,,,0,1440000.0,666828.0,0.0,0.0,Consumer credit,-14,
393237,5716363,Closed,currency 1,-1967,0,-1661.0,-1661.0,,0,48105.0,0.0,,0.0,Consumer credit,-1480,
393237,5716365,Closed,currency 1,-2371,0,-547.0,-541.0,5908.77,0,346500.0,0.0,0.0,0.0,Consumer credit,-174,
393237,5716366,Closed,currency 1,-2157,0,-696.0,-678.0,4660.245,0,225000.0,0.0,0.0,0.0,Consumer credit,-174,
393237,5716367,Active,currency 1,-148,0,103.0,,0.0,0,107771.175,58303.215,0.0,0.0,Consumer credit,-7,
370925,5716368,Closed,currency 1,-1191,0,-1007.0,-1037.0,,0,112050.0,0.0,0.0,0.0,Consumer credit,-1037,
328874,5716370,Closed,currency 1,-727,0,-369.0,-369.0,,0,74034.0,0.0,0.0,0.0,Consumer credit,-365,
328874,5716372,Closed,currency 1,-2725,0,-2359.0,-2331.0,,0,90000.0,,,0.0,Consumer credit,-2331,
328874,5716373,Closed,currency 1,-2306,0,-1849.0,-1847.0,,0,135000.0,,,0.0,Consumer credit,-1847,
328874,5716374,Closed,currency 1,-2226,0,-1869.0,-926.0,,0,89100.0,,,0.0,Consumer credit,-923,
390304,5716375,Active,currency 1,-191,0,27521.0,,0.0,0,22500.0,6749.82,15750.18,0.0,Credit card,-33,
390304,5716376,Active,currency 1,-180,0,187.0,,403.83,0,140791.5,92497.5,0.0,0.0,Consumer credit,-30,
124457,5716379,Active,currency 1,-19,0,947.0,,,0,675000.0,0.0,0.0,0.0,Credit card,-16,
124457,5716381,Active,currency 1,-859,0,964.0,,,0,1278000.0,835951.5,0.0,0.0,Consumer credit,-40,
124457,5716382,Closed,currency 1,-2695,0,-868.0,-1080.0,6664.5,0,270000.0,,,0.0,Consumer credit,-1062,
124457,5716383,Active,currency 1,-959,0,157.0,,0.0,0,436500.0,0.0,154867.5,0.0,Credit card,-14,
124457,5716384,Active,currency 1,-612,0,118.0,,0.0,0,87138.0,19251.0,0.0,0.0,Consumer credit,-24,
413501,5716385,Active,currency 1,-290,0,75.0,,0.0,0,101641.5,36720.0,0.0,0.0,Consumer credit,-24,
202741,5716386,Closed,currency 1,-2595,0,-768.0,-1302.0,,0,895500.0,0.0,0.0,0.0,Consumer credit,-585,
202741,5716387,Closed,currency 1,-996,0,-691.0,-667.0,,0,106231.5,,,0.0,Consumer credit,-664,
202741,5716388,Closed,currency 1,-632,0,-260.0,-260.0,,0,141030.0,0.0,,0.0,Consumer credit,-245,
202741,5716389,Active,currency 1,-490,0,-292.0,,,0,1840324.5,,,0.0,Mortgage,-472,
202741,5716391,Active,currency 1,-229,0,135.0,,0.0,0,103719.06,45617.535,0.0,0.0,Consumer credit,-7,
449698,5716392,Active,currency 1,-1310,0,954.0,,,0,198000.0,109179.0,0.0,0.0,Credit card,-14,
449698,5716393,Active,currency 1,-2164,0,-1777.0,,,0,135000.0,,,0.0,Consumer credit,-1778,
449698,5716394,Active,currency 1,-1751,0,-1200.0,,,0,135000.0,,,0.0,Consumer credit,-1204,
259047,5716395,Active,currency 1,-22,0,1076.0,,,0,67500.0,6966.0,0.0,0.0,Credit card,-7,
259047,5716396,Active,currency 1,-1832,0,-1465.0,,,0,30555.0,0.0,,0.0,Consumer credit,-310,
259047,5716397,Active,currency 1,-893,0,,,,0,247500.0,,,0.0,Credit card,-4,
259047,5716398,Active,currency 1,-264,0,1556.0,,,0,585000.0,479151.0,,0.0,Credit card,-2,
259047,5716399,Closed,currency 1,-309,0,56.0,-247.0,0.0,0,13545.0,0.0,0.0,0.0,Consumer credit,-247,
218135,5716400,Active,currency 1,-2543,2156,-2172.0,,,0,45000.0,,,504.0,Consumer credit,-2156,
218135,5716401,Active,currency 1,-2329,0,-1777.0,,,0,180000.0,,,0.0,Consumer credit,-1778,
218135,5716403,Closed,currency 1,-545,0,-456.0,-456.0,,0,22500.0,0.0,,0.0,Consumer credit,-453,
218135,5716404,Closed,currency 1,-364,0,-180.0,-261.0,,0,45000.0,0.0,,0.0,Consumer credit,-259,
332141,5716405,Closed,currency 1,-1353,0,-1048.0,-1031.0,,0,22059.0,0.0,0.0,0.0,Consumer credit,-714,
332141,5716406,Closed,currency 1,-1731,0,-1576.0,-1549.0,,0,31347.0,0.0,0.0,0.0,Consumer credit,-740,
332141,5716407,Closed,currency 1,-836,0,-471.0,-743.0,,0,41643.0,0.0,0.0,0.0,Consumer credit,-742,
332141,5716408,Closed,currency 1,-1884,0,5421.0,-759.0,,0,2160000.0,0.0,0.0,0.0,Mortgage,-528,
332141,5716410,Closed,currency 1,-1730,0,-1576.0,-1576.0,,0,31347.0,0.0,,0.0,Consumer credit,-1347,
332141,5716411,Closed,currency 1,-2036,0,-1794.0,-926.0,,0,42525.0,,,0.0,Consumer credit,-923,
332141,5716412,Closed,currency 1,-1352,0,-1048.0,-1048.0,0.0,0,22059.54,0.0,0.0,0.0,Consumer credit,-1048,
332141,5716413,Closed,currency 1,-601,0,-236.0,-267.0,0.0,0,51394.5,0.0,0.0,0.0,Consumer credit,-267,
